gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
2002860177,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860177?gameHash=d744d596505824d1&tab=overview,WC,2018-W,43375.26946,PI,2,8.19,7,Red,Jungle,ClearLove,Edward Gaming,Skarner,Azir,Urgot,Aatrox,Nocturne,Olaf,33.08333333,1,1,1,6,11,7,0,0,0,0,0,0,0,11.01695,0.0302267,0.090680101,0.544080605,0,13.28036667,2,1,2,1,0,1,1,0,0,0,1,,1,12.44848333,1,1,10,3,1,22.70478333,2,0,2560,77.38035264,0.061166464,0.156610668,17,0.513853904,0.141666667,9,0.272040302,14,14, , ,11354,212.4634761,9650,-0.028097063,24,149,94,4,5.229219144,3060,3046,14,4626,4627,-1,3244,3486,-242,56,57,-1,77,98,-21
2002860177,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860177?gameHash=d744d596505824d1&tab=overview,WC,2018-W,43375.26946,PI,2,8.19,8,Red,Middle,Scout,Edward Gaming,Ryze,Azir,Urgot,Aatrox,Nocturne,Olaf,33.08333333,1,3,2,5,11,7,0,0,0,0,1,0,0,11.01695,0.090680101,0.0302267,0.544080605,0,13.28036667,2,1,0,0,0,0,0,0,0,0,1,,1,12.44848333,1,1,10,3,1,22.70478333,2,0,11040,333.7027708,0.263780374,0.251058331,22,0.664987406,0.183333333,5,0.151133501,12,16, , ,15593,340.5944584,15675,0.148363886,326,32,19,8,10.82115869,3225,3523,-298,5826,5292,534,4791,4890,-99,87,99,-12,139,152,-13
2002860177,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860177?gameHash=d744d596505824d1&tab=overview,WC,2018-W,43375.26946,PI,2,8.19,9,Red,ADC,iBOY,Edward Gaming,Kai'Sa,Azir,Urgot,Aatrox,Nocturne,Olaf,33.08333333,1,5,2,1,11,7,1,1,0,0,0,0,0,11.01695,0.151133501,0.060453401,0.544080605,0,13.28036667,2,1,0,0,0,0,0,0,0,0,1,,1,12.44848333,1,1,10,3,1,22.70478333,2,0,13092,395.7279597,0.312809118,0.253219553,12,0.362720403,0.1,17,0.513853904,3,3, , ,15690,343.5264484,13625,0.037383178,319,50,35,11,11.15365239,3438,3470,-32,5390,5710,-320,3300,3404,-104,97,96,1,157,162,-5
2002860177,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860177?gameHash=d744d596505824d1&tab=overview,WC,2018-W,43375.26946,PI,2,8.19,10,Red,Support,meiko,Edward Gaming,Alistar,Azir,Urgot,Aatrox,Nocturne,Olaf,33.08333333,1,1,1,5,11,7,0,0,0,0,0,0,0,11.01695,0.0302267,0,0.544080605,0,13.28036667,2,1,0,0,0,0,0,0,0,0,1,,1,12.44848333,1,1,10,3,1,22.70478333,2,0,3647,110.2367758,0.087138317,0.114945858,47,1.420654912,0.391666667,6,0.181360202,12,12, , ,9484,155.9395466,8630,0.027011157,77,0,0,0,2.327455919,2030,2145,-115,3192,3437,-245,3094,3080,14,15,17,-2,26,29,-3
2002860177,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860177?gameHash=d744d596505824d1&tab=overview,WC,2018-W,43375.26946,PI,2,8.19,100,Blue,Team,Team,Dire Wolves, ,Thresh,Akali,Rakan,Irelia,Yasuo,33.08333333,0,7,11,18,7,11, , , , ,0,0,1,11.01695,0.211586902,0.332493703,0.544080605,1,13.28036667,1,2,1,2,0,0,0,1,0,0,0,12.90283333,0,12.44848333,0,0,3,10,0,22.70478333,0,2,41937,1267.617128, , ,95,2.871536524,1,61,1.843828715,35,37,0.62295082,0.389830508,56026,1039.828715,54505,-0.098137567,1057,169,126,3,37.05793451,14943,14941,2,23340,24521,-1181,18404,19216,-812,328,337,-9,544,521,23
2002860177,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860177?gameHash=d744d596505824d1&tab=overview,WC,2018-W,43375.26946,PI,2,8.19,200,Red,Team,Team,Edward Gaming, ,Azir,Urgot,Aatrox,Nocturne,Olaf,33.08333333,1,11,7,22,11,7, , , , ,1,1,0,11.01695,0.332493703,0.211586902,0.544080605,0,13.28036667,2,1,2,1,0,1,1,0,0,0,1,12.90283333,1,12.44848333,1,1,10,3,1,22.70478333,2,0,41853,1265.078086, , ,120,3.62720403,1,39,1.17884131,51,56,0.571428571,0.316666667,66507,1356.634761,60130,0.098137567,1014,248,156,28,38.14609572,14941,14943,-2,24521,23340,1181,19216,18404,812,337,328,9,521,544,-23
2002860183,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860183?gameHash=6cea35434383c75d&tab=overview,WC,2018-W,43375.31014,PI,2,8.19,1,Blue,Top,Rockky,Ascension Gaming,Ornn,Aatrox,Heimerdinger,Akali,Skarner,Gragas,26.78333333,0,2,2,4,7,13,0,0,0,0,0,0,0,8.747566667,0.074673304,0.112009956,0.746733043,0,9.191,2,1,0,0,0,0,0,0,0,0,1,,1,11.15235,1,0,2,10,0,22.42376667,0,1,5058,188.8487866,0.146362637,0.218991677,8,0.298693217,0.08988764,2,0.074673304,0,0, , ,8669,190.9814561,7700,-0.232424677,188,0,0,0,7.019290604,3086,3378,-292,4514,5425,-911,4399,4964,-565,74,97,-23,111,137,-26
2002860183,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860183?gameHash=6cea35434383c75d&tab=overview,WC,2018-W,43375.31014,PI,2,8.19,2,Blue,Jungle,Lloyd,Ascension Gaming,Lee Sin,Aatrox,Heimerdinger,Akali,Skarner,Gragas,26.78333333,0,2,3,4,7,13,0,0,0,0,0,0,0,8.747566667,0.074673304,0.112009956,0.746733043,1,9.191,2,1,2,0,1,0,0,1,0,0,1,,1,11.15235,1,0,2,10,0,22.42376667,0,1,3779,141.0952085,0.109352393,0.212270096,15,0.560049782,0.168539326,11,0.410703174,8,9, , ,8512,185.1196017,7800,-0.0032,27,112,82,0,5.189794648,3181,2967,214,4975,4883,92,3316,3292,24,53,50,3,80,83,-3
2002860183,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860183?gameHash=6cea35434383c75d&tab=overview,WC,2018-W,43375.31014,PI,2,8.19,3,Blue,Middle,G4,Ascension Gaming,Cassiopeia,Aatrox,Heimerdinger,Akali,Skarner,Gragas,26.78333333,0,1,4,5,7,13,0,0,0,0,0,0,0,8.747566667,0.037336652,0.037336652,0.746733043,0,9.191,2,1,0,0,0,0,0,0,0,0,1,,1,11.15235,1,0,2,10,0,22.42376667,0,1,11762,439.1537026,0.340355345,0.205120389,15,0.560049782,0.168539326,4,0.149346609,7,8, , ,8345,178.8843808,7750,-0.181818182,186,16,16,0,7.542003734,2947,3252,-305,4678,5150,-472,4086,4393,-307,69,85,-16,117,142,-25
2002860183,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860183?gameHash=6cea35434383c75d&tab=overview,WC,2018-W,43375.31014,PI,2,8.19,4,Blue,ADC,Niksar,Ascension Gaming,Varus,Aatrox,Heimerdinger,Akali,Skarner,Gragas,26.78333333,0,2,1,4,7,13,0,0,0,0,0,0,0,8.747566667,0.074673304,0.186683261,0.746733043,0,9.191,2,1,0,1,0,0,0,0,0,0,1,,1,11.15235,1,0,2,10,0,22.42376667,0,1,11680,436.0920971,0.337982522,0.265058054,13,0.485376478,0.146067416,9,0.336029869,5,5, , ,9745,231.1556938,9175,-0.032171582,224,3,3,0,8.475420037,3440,3430,10,5263,5976,-713,2996,3656,-660,79,93,-14,118,159,-41
2002860183,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860183?gameHash=6cea35434383c75d&tab=overview,WC,2018-W,43375.31014,PI,2,8.19,5,Blue,Support,Rich,Ascension Gaming,Tahm Kench,Aatrox,Heimerdinger,Akali,Skarner,Gragas,26.78333333,0,0,3,5,7,13,0,0,0,0,0,0,1,8.747566667,0,0.037336652,0.746733043,0,9.191,2,1,0,0,0,0,0,0,0,0,1,,1,11.15235,1,0,2,10,0,22.42376667,0,1,2279,85.09023024,0.065947103,0.098559784,38,1.418792782,0.426966292,6,0.224019913,10,12, , ,5856,85.95345364,5600,-0.053020426,56,1,1,0,2.128189172,2056,2328,-272,3090,3426,-336,2446,2406,40,12,1,11,23,9,14
2002860183,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860183?gameHash=6cea35434383c75d&tab=overview,WC,2018-W,43375.31014,PI,2,8.19,6,Red,Top,Wunder,G2 Esports,Urgot,LeBlanc,Xayah,Irelia,Olaf,Jax,26.78333333,1,3,0,5,13,7,1,0,0,0,0,0,0,8.747566667,0.112009956,0.074673304,0.746733043,0,9.191,1,2,0,0,0,0,0,0,0,0,0,,0,11.15235,0,1,10,2,1,22.42376667,1,0,7692,287.1935283,0.180094121,0.223220647,10,0.373366521,0.113636364,3,0.112009956,1,1, , ,11525,297.6149347,9725,0.232424677,200,18,5,4,8.139390168,3378,3086,292,5425,4514,911,4964,4399,565,97,74,23,137,111,26
2002860183,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860183?gameHash=6cea35434383c75d&tab=overview,WC,2018-W,43375.31014,PI,2,8.19,7,Red,Jungle,Jankos,G2 Esports,Camille,LeBlanc,Xayah,Irelia,Olaf,Jax,26.78333333,1,3,2,5,13,7,0,0,0,0,0,1,0,8.747566667,0.112009956,0.074673304,0.746733043,0,9.191,1,2,0,2,0,0,0,0,0,0,0,,0,11.15235,0,1,10,2,1,22.42376667,1,0,8384,313.0304916,0.196296036,0.174550261,14,0.52271313,0.159090909,9,0.336029869,10,11, , ,9787,232.7238332,7825,0.0032,16,116,92,0,4.928438083,2967,3181,-214,4883,4975,-92,3292,3316,-24,50,53,-3,83,80,3
2002860183,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860183?gameHash=6cea35434383c75d&tab=overview,WC,2018-W,43375.31014,PI,2,8.19,8,Red,Middle,Perkz,G2 Esports,Ryze,LeBlanc,Xayah,Irelia,Olaf,Jax,26.78333333,1,1,3,6,13,7,0,0,0,0,0,1,0,8.747566667,0.037336652,0.037336652,0.746733043,0,9.191,1,2,0,0,0,0,0,0,0,0,0,,0,11.15235,0,1,10,2,1,22.42376667,1,0,12644,472.0846297,0.29603615,0.21607971,13,0.485376478,0.147727273,3,0.112009956,6,6, , ,11270,288.0940884,9300,0.181818182,241,16,9,4,9.595519602,3252,2947,305,5150,4678,472,4393,4086,307,85,69,16,142,117,25
2002860183,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860183?gameHash=6cea35434383c75d&tab=overview,WC,2018-W,43375.31014,PI,2,8.19,9,Red,ADC,Hjarnan,G2 Esports,Kai'Sa,LeBlanc,Xayah,Irelia,Olaf,Jax,26.78333333,1,5,1,3,13,7,2,0,0,0,0,0,0,8.747566667,0.186683261,0.074673304,0.746733043,0,9.191,1,2,1,0,0,1,0,0,0,0,0,,0,11.15235,0,1,10,2,1,22.42376667,1,0,9997,373.2545115,0.234061483,0.273739275,7,0.261356565,0.079545455,4,0.149346609,1,3, , ,13329,364.9702551,9475,0.032171582,248,24,4,8,10.15556938,3430,3440,-10,5976,5263,713,3656,2996,660,93,79,14,159,118,41
2002860183,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860183?gameHash=6cea35434383c75d&tab=overview,WC,2018-W,43375.31014,PI,2,8.19,10,Red,Support,Wadid,G2 Esports,Rakan,LeBlanc,Xayah,Irelia,Olaf,Jax,26.78333333,1,1,1,11,13,7,0,0,0,0,1,0,0,8.747566667,0.037336652,0,0.746733043,0,9.191,1,2,0,0,0,0,0,0,0,0,0,,0,11.15235,0,1,10,2,1,22.42376667,1,0,3994,149.1225887,0.09351221,0.112410108,44,1.642812694,0.5,13,0.485376478,13,13, , ,7568,149.8738021,5905,0.053020426,20,0,0,0,0.746733043,2328,2056,272,3426,3090,336,2406,2446,-40,1,12,-11,9,23,-14
2002860183,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860183?gameHash=6cea35434383c75d&tab=overview,WC,2018-W,43375.31014,PI,2,8.19,100,Blue,Team,Team,Ascension Gaming, ,Aatrox,Heimerdinger,Akali,Skarner,Gragas,26.78333333,0,7,13,22,7,13, , , , ,0,0,1,8.747566667,0.261356565,0.485376478,0.746733043,1,9.191,2,1,2,1,1,0,0,1,0,0,1,10.38303333,1,11.15235,1,0,2,10,0,22.42376667,0,1,34558,1290.280025, , ,89,3.322962041,1,32,1.194772869,30,34,0.594594595,0.196078431,41127,872.0945862,38025,-0.104790979,681,132,102,0,30.3546982,14710,15355,-645,22520,24860,-2340,17243,18711,-1468,287,326,-39,449,530,-81
2002860183,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860183?gameHash=6cea35434383c75d&tab=overview,WC,2018-W,43375.31014,PI,2,8.19,200,Red,Team,Team,G2 Esports, ,LeBlanc,Xayah,Irelia,Olaf,Jax,26.78333333,1,13,7,30,13,7, , , , ,1,1,0,8.747566667,0.485376478,0.261356565,0.746733043,0,9.191,1,2,1,2,0,1,0,0,0,0,0,10.38303333,0,11.15235,0,1,10,2,1,22.42376667,1,0,42711,1594.68575, , ,88,3.285625389,1,32,1.194772869,31,34,0.515151515,0.267857143,53479,1333.276914,42230,0.104790979,725,174,110,16,33.56565028,15355,14710,645,24860,22520,2340,18711,17243,1468,326,287,39,530,449,81
2002860195,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860195?gameHash=8ebeea9be1b7bf06&tab=overview,WC,2018-W,43376.10588,PI,3,8.19,1,Blue,Top,PK,G-Rex,Maokai,Galio,Alistar,Akali,Anivia,Kai'Sa,30.23333333,1,1,2,10,18,4,0,0,0,0,0,1,0,5.476083333,0.033076075,0.033076075,0.727673649,0,15.71493333,1,1,0,0,0,0,0,0,0,0,0,,1,10.40598333,1,1,9,2,1,27.44795,1,0,12488,413.0540243,0.188131789,0.177959914,14,0.46306505,0.14,2,0.06615215,4,4, , ,10820,226.3673649,8800,0.095238095,203,9,4,0,7.012127894,3036,3072,-36,4593,4241,352,4288,4431,-143,69,74,-5,105,97,8
2002860195,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860195?gameHash=8ebeea9be1b7bf06&tab=overview,WC,2018-W,43376.10588,PI,3,8.19,2,Blue,Jungle,Empt2y,G-Rex,Gragas,Galio,Alistar,Akali,Anivia,Kai'Sa,30.23333333,1,3,0,6,18,4,0,0,0,0,1,0,0,5.476083333,0.099228225,0.099228225,0.727673649,0,15.71493333,1,1,0,1,0,0,0,0,0,0,0,,1,10.40598333,1,1,9,2,1,27.44795,1,0,8136,269.106946,0.122568885,0.164568403,14,0.46306505,0.14,6,0.19845645,12,13, , ,10305,209.3331863,8720,-0.192277792,30,110,89,0,4.630650496,3252,3641,-389,4860,5211,-351,2894,3643,-749,47,61,-14,74,94,-20
2002860195,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860195?gameHash=8ebeea9be1b7bf06&tab=overview,WC,2018-W,43376.10588,PI,3,8.19,3,Blue,Middle,Candy,G-Rex,Syndra,Galio,Alistar,Akali,Anivia,Kai'Sa,30.23333333,1,8,1,3,18,4,1,0,0,0,0,0,0,5.476083333,0.2646086,0,0.727673649,0,15.71493333,1,1,0,0,0,0,0,0,0,0,0,,1,10.40598333,1,1,9,2,1,27.44795,1,0,14364,475.1047409,0.216393739,0.255162622,12,0.3969129,0.12,6,0.19845645,5,5, , ,13789,324.5702315,12075,0.288015159,239,24,20,4,8.699007718,3749,2906,843,5935,4236,1699,4988,4029,959,95,63,32,144,95,49
2002860195,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860195?gameHash=8ebeea9be1b7bf06&tab=overview,WC,2018-W,43376.10588,PI,3,8.19,4,Blue,ADC,Stitch,G-Rex,Xayah,Galio,Alistar,Akali,Anivia,Kai'Sa,30.23333333,1,3,0,6,18,4,0,0,0,0,0,0,0,5.476083333,0.099228225,0,0.727673649,0,15.71493333,1,1,1,0,1,0,0,0,0,0,0,,1,10.40598333,1,1,9,2,1,27.44795,1,0,23547,778.8423374,0.354735684,0.26852813,14,0.46306505,0.14,11,0.363836825,6,6, , ,14303,341.5713341,13800,0.335717006,299,26,18,4,10.74972437,3396,3141,255,5645,4848,797,3598,3202,396,98,75,23,137,119,18
2002860195,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860195?gameHash=8ebeea9be1b7bf06&tab=overview,WC,2018-W,43376.10588,PI,3,8.19,5,Blue,Support,Koala,G-Rex,Rakan,Galio,Alistar,Akali,Anivia,Kai'Sa,30.23333333,1,3,1,10,18,4,0,0,0,0,0,0,0,5.476083333,0.099228225,0,0.727673649,0,15.71493333,1,1,0,0,0,0,0,0,0,0,0,,1,10.40598333,1,1,9,2,1,27.44795,1,0,7844,259.4487321,0.118169903,0.13378093,46,1.521499449,0.46,17,0.562293275,14,14, , ,9121,170.1711136,7800,0.341463415,21,0,0,0,0.694597574,2047,1954,93,3844,2990,854,2552,2600,-48,6,14,-8,9,23,-14
2002860195,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860195?gameHash=8ebeea9be1b7bf06&tab=overview,WC,2018-W,43376.10588,PI,3,8.19,6,Red,Top,PVPStejos,Gambit Esports,Sion,Aatrox,Urgot,Varus,Yasuo,Ornn,30.23333333,0,1,4,2,4,18,0,0,0,0,0,0,1,5.476083333,0.033076075,0.033076075,0.727673649,0,15.71493333,1,1,0,0,0,0,0,0,0,0,1,,0,10.40598333,0,0,2,9,0,27.44795,0,1,9334,308.7320838,0.182311809,0.210962875,12,0.3969129,0.125,3,0.099228225,3,4, , ,9245,174.2725469,8000,-0.095238095,197,0,0,0,6.51598677,3072,3036,36,4241,4593,-352,4431,4288,143,74,69,5,97,105,-8
2002860195,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860195?gameHash=8ebeea9be1b7bf06&tab=overview,WC,2018-W,43376.10588,PI,3,8.19,7,Red,Jungle,Diamondprox,Gambit Esports,Taliyah,Aatrox,Urgot,Varus,Yasuo,Ornn,30.23333333,0,3,3,1,4,18,0,0,0,0,0,0,0,5.476083333,0.099228225,0.099228225,0.727673649,1,15.71493333,1,1,1,0,0,0,0,1,0,0,1,,0,10.40598333,0,0,2,9,0,27.44795,0,1,11171,369.4928335,0.218192117,0.271422851,15,0.496141125,0.15625,13,0.429988975,12,14, , ,10755,224.2174201,10575,0.192277792,61,144,110,4,6.780595369,3641,3252,389,5211,4860,351,3643,2894,749,61,47,14,94,74,20
2002860195,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860195?gameHash=8ebeea9be1b7bf06&tab=overview,WC,2018-W,43376.10588,PI,3,8.19,8,Red,Middle,Kira,Gambit Esports,Zoe,Aatrox,Urgot,Varus,Yasuo,Ornn,30.23333333,0,0,6,3,4,18,0,0,0,0,0,0,0,5.476083333,0,0.2646086,0.727673649,0,15.71493333,1,1,0,0,0,0,0,0,0,0,1,,0,10.40598333,0,0,2,9,0,27.44795,0,1,14151,468.0595369,0.276397516,0.200752747,15,0.496141125,0.15625,4,0.1323043,6,8, , ,8990,165.8381477,9035,-0.288015159,194,12,8,0,6.813671444,2906,3749,-843,4236,5935,-1699,4029,4988,-959,63,95,-32,95,144,-49
2002860195,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860195?gameHash=8ebeea9be1b7bf06&tab=overview,WC,2018-W,43376.10588,PI,3,8.19,9,Red,ADC,Lodik,Gambit Esports,Ezreal,Aatrox,Urgot,Varus,Yasuo,Ornn,30.23333333,0,0,3,1,4,18,0,0,0,0,0,0,0,5.476083333,0,0.099228225,0.727673649,0,15.71493333,1,1,0,1,0,0,0,0,0,0,1,,0,10.40598333,0,0,2,9,0,27.44795,0,1,13950,461.4112459,0.272471581,0.235026747,11,0.363836825,0.114583333,8,0.2646086,3,3, , ,9846,194.1512679,9833,-0.335717006,231,8,5,0,7.905181918,3141,3396,-255,4848,5645,-797,3202,3598,-396,75,98,-23,119,137,-18
2002860195,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860195?gameHash=8ebeea9be1b7bf06&tab=overview,WC,2018-W,43376.10588,PI,3,8.19,10,Red,Support,Edward,Gambit Esports,Braum,Aatrox,Urgot,Varus,Yasuo,Ornn,30.23333333,0,0,2,2,4,18,0,0,0,0,0,0,0,5.476083333,0,0.099228225,0.727673649,0,15.71493333,1,1,0,0,0,0,0,0,0,0,1,,0,10.40598333,0,0,2,9,0,27.44795,0,1,2592,85.73318633,0.050626978,0.08183478,43,1.422271224,0.447916667,13,0.429988975,11,11, , ,6020,67.60220507,5525,-0.341463415,54,0,0,0,1.786108049,1954,2047,-93,2990,3844,-854,2600,2552,48,14,6,8,23,9,14
2002860195,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860195?gameHash=8ebeea9be1b7bf06&tab=overview,WC,2018-W,43376.10588,PI,3,8.19,100,Blue,Team,Team,G-Rex, ,Galio,Alistar,Akali,Anivia,Kai'Sa,30.23333333,1,18,4,35,18,4, , , , ,1,1,0,5.476083333,0.59536935,0.1323043,0.727673649,0,15.71493333,1,1,1,1,1,0,0,0,0,0,0,14.21378333,1,10.40598333,1,1,9,2,1,27.44795,1,0,66379,2195.556781, , ,100,3.307607497,1,42,1.389195149,41,42,0.58974359,0.333333333,58338,1272.01323,51195,0.174739547,792,169,131,8,31.78610805,15480,14714,766,24877,21526,3351,18320,17905,415,315,287,28,469,428,41
2002860195,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860195?gameHash=8ebeea9be1b7bf06&tab=overview,WC,2018-W,43376.10588,PI,3,8.19,200,Red,Team,Team,Gambit Esports, ,Aatrox,Urgot,Varus,Yasuo,Ornn,30.23333333,0,4,18,9,4,18, , , , ,0,0,1,5.476083333,0.1323043,0.59536935,0.727673649,1,15.71493333,1,1,1,1,0,0,0,1,0,0,1,14.21378333,0,10.40598333,0,0,2,9,0,27.44795,0,1,51198,1693.428886, , ,96,3.175303197,1,41,1.356119074,35,40,0.454545455,0.375,44856,826.0815877,42968,-0.174739547,737,164,123,4,29.80154355,14714,15480,-766,21526,24877,-3351,17905,18320,-415,287,315,-28,428,469,-41
2002860203,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860203?gameHash=7502f13950041b0b&tab=overview,WC,2018-W,43376.15255,PI,3,8.19,1,Blue,Top,Zantins,KaBuM e-Sports,Aatrox,Camille,Heimerdinger,Urgot,Ziggs,Ornn,35.16666667,1,6,3,2,16,6,1,0,0,0,1,0,0,4.870083333,0.170616114,0.028436019,0.625592417,0,15.51506667,2,1,0,0,0,0,0,0,0,0,1,,1,15.18795,1,1,11,0,0,24.22838333,1,1,19850,564.4549763,0.219720617,0.249322723,17,0.483412322,0.158878505,4,0.113744076,6,6, , ,16360,334.9763033,14950,0.340508806,327,24,8,9,9.981042654,3739,3195,544,5458,4740,718,4780,4669,111,76,76,0,133,120,13
2002860203,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860203?gameHash=7502f13950041b0b&tab=overview,WC,2018-W,43376.15255,PI,3,8.19,2,Blue,Jungle,Ranger,KaBuM e-Sports,Skarner,Camille,Heimerdinger,Urgot,Ziggs,Ornn,35.16666667,1,0,1,11,16,6,0,0,0,0,0,1,0,4.870083333,0,0.028436019,0.625592417,1,15.51506667,2,1,2,0,0,0,2,0,0,0,1,,1,15.18795,1,1,11,0,0,24.22838333,1,1,6142,174.6540284,0.067986097,0.179478496,12,0.341232227,0.112149533,20,0.568720379,9,9, , ,13060,241.1374408,11195,0.270791075,25,189,118,15,6.085308057,3460,3347,113,5273,4645,628,3734,3362,372,55,53,2,89,78,11
2002860203,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860203?gameHash=7502f13950041b0b&tab=overview,WC,2018-W,43376.15255,PI,3,8.19,3,Blue,Middle,dyNquedo,KaBuM e-Sports,Azir,Camille,Heimerdinger,Urgot,Ziggs,Ornn,35.16666667,1,5,0,4,16,6,1,0,0,0,0,0,0,4.870083333,0.142180095,0,0.625592417,0,15.51506667,2,1,0,0,0,0,0,0,0,0,1,,1,15.18795,1,1,11,0,0,24.22838333,1,1,22011,625.9052133,0.243640832,0.235861835,15,0.426540284,0.140186916,4,0.113744076,6,6, , ,15724,316.8909953,13650,0.118331717,288,47,20,19,9.526066351,3210,3348,-138,5380,5168,212,4805,4698,107,85,89,-4,145,147,-2
2002860203,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860203?gameHash=7502f13950041b0b&tab=overview,WC,2018-W,43376.15255,PI,3,8.19,4,Blue,ADC,TitaN,KaBuM e-Sports,Vel'koz,Camille,Heimerdinger,Urgot,Ziggs,Ornn,35.16666667,1,4,1,6,16,6,0,0,0,0,0,0,0,4.870083333,0.113744076,0.085308057,0.625592417,0,15.51506667,2,1,0,1,0,0,0,0,0,0,1,,1,15.18795,1,1,11,0,0,24.22838333,1,1,37511,1066.663507,0.415211087,0.228136641,19,0.54028436,0.177570093,17,0.483412322,9,9, , ,15359,306.5118483,14275,0.10701107,346,7,0,7,10.03791469,3670,3248,422,5752,5232,520,3264,3316,-52,93,87,6,147,151,-4
2002860203,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860203?gameHash=7502f13950041b0b&tab=overview,WC,2018-W,43376.15255,PI,3,8.19,5,Blue,Support,Riyev,KaBuM e-Sports,Tahm Kench,Camille,Heimerdinger,Urgot,Ziggs,Ornn,35.16666667,1,1,1,8,16,6,0,0,0,0,0,0,0,4.870083333,0.028436019,0.028436019,0.625592417,0,15.51506667,2,1,0,0,0,0,0,0,0,0,1,,1,15.18795,1,1,11,0,0,24.22838333,1,1,4828,137.2890995,0.053441367,0.107200305,44,1.251184834,0.411214953,5,0.142180095,9,9, , ,9645,144.028436,7925,0.252220249,63,0,0,0,1.791469194,2071,2158,-87,2982,2921,61,2846,3022,-176,14,2,12,18,3,15
2002860203,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860203?gameHash=7502f13950041b0b&tab=overview,WC,2018-W,43376.15255,PI,3,8.19,6,Red,Top,Evi,DetonatioN FocusMe,Sion,Rakan,Pyke,LeBlanc,Zed,Irelia,35.16666667,0,1,5,3,6,16,0,0,0,0,0,0,1,4.870083333,0.028436019,0.170616114,0.625592417,0,15.51506667,1,2,0,0,0,0,0,0,0,0,0,,0,15.18795,0,0,0,11,1,24.22838333,1,1,14949,425.0900474,0.23338121,0.211166736,18,0.511848341,0.163636364,5,0.142180095,6,6, , ,10654,172.7203791,10600,-0.340508806,240,0,0,0,6.82464455,3195,3739,-544,4740,5458,-718,4669,4780,-111,76,76,0,120,133,-13
